emotion,mode,ps_shift,pred_correct,coherent,both,coherence
humor,proj_inject,6.162974834442139,True,True,True,1.0
humor,proj_inject,2.3893070220947266,True,True,True,1.0
humor,proj_inject,6.5540414452552795,True,True,True,1.0
humor,proj_inject,5.464979887008667,True,True,True,0.972972972972973
humor,proj_inject,7.753270268440247,True,True,True,1.0
humor,proj_inject,3.69480162858963,True,True,True,1.0
humor,proj_inject,-1.1302461624145508,True,False,False,0.0
humor,proj_inject,0.0,True,False,False,0.0
humor,proj_inject,6.448546886444092,True,False,False,0.0
humor,proj_inject,7.586698532104492,True,True,True,1.0
humor,proj_inject,2.0276384353637695,True,False,False,0.0
humor,proj_inject,0.17491531372070312,True,True,True,1.0
humor,proj_inject,8.819596230983734,True,True,True,1.0
humor,proj_inject,4.024831771850586,True,True,True,1.0
humor,proj_inject,7.832589030265808,True,True,True,0.95
humor,proj_inject,5.605226993560791,True,True,True,1.0
humor,proj_inject,-4.2233726978302,True,True,False,1.0
humor,proj_inject,6.557808101177216,True,True,True,1.0
humor,proj_inject,0.4874911308288574,True,True,True,1.0
humor,proj_inject,8.467224478721619,True,True,True,1.0
humor,proj_inject,-2.2255178689956665,True,True,False,0.9230769230769231
humor,proj_inject,8.580006003379822,True,False,False,0.0
humor,proj_inject,4.641537308692932,True,True,True,1.0
humor,proj_inject,0.5010137557983398,True,True,True,1.0
humor,proj_inject,2.356557607650757,True,False,False,0.0
humor,proj_inject,1.4390301704406738,True,True,True,0.9310344827586207
humor,proj_inject,3.3705968856811523,True,True,True,1.0
humor,proj_inject,4.0478657484054565,True,True,True,1.0
humor,proj_inject,0.8654003143310547,True,True,True,1.0
humor,proj_inject,6.69585357606411,True,False,False,0.0
humor,additive,10.188636541366577,True,True,True,1.0
humor,additive,11.557653963565826,True,False,False,0.0
humor,additive,6.287116467952728,True,False,False,0.0
humor,additive,1.4391164779663086,True,True,True,1.0
humor,additive,3.6087646484375,True,True,True,1.0
humor,additive,3.9545631408691406,True,False,False,0.0
humor,additive,6.9776153564453125,True,False,False,0.0
humor,additive,0.0,True,False,False,0.0
humor,additive,0.5522747039794922,True,False,False,0.0
humor,additive,5.881063461303711,True,True,True,1.0
humor,additive,2.060472846031189,True,True,True,1.0
humor,additive,8.010249137878418,True,True,True,1.0
humor,additive,5.861397981643677,True,True,True,0.9393939393939394
humor,additive,-4.524021148681641,True,False,False,0.0
humor,additive,0.28140830993652344,True,False,False,0.0
humor,additive,7.795371830463409,True,True,True,1.0
humor,additive,12.44568920135498,True,True,True,1.0
humor,additive,3.543485641479492,True,False,False,0.0
humor,additive,4.123590707778931,True,True,True,1.0
humor,additive,4.599275588989258,True,True,True,1.0
humor,additive,-3.0772509574890137,True,True,False,1.0
humor,additive,0.9996356964111328,True,True,True,1.0
humor,additive,0.47395503520965576,True,True,True,1.0
humor,additive,8.701673984527588,True,True,True,1.0
humor,additive,-0.6579723358154297,True,False,False,0.0
humor,additive,0.4897291660308838,True,True,True,0.972972972972973
humor,additive,5.719878733158112,True,False,False,0.0
humor,additive,11.103131294250488,True,True,True,1.0
humor,additive,3.441443681716919,True,True,True,0.9473684210526315
