temperature,emotion_target,prompt,base_gen,ste_gen,ste_coh,is_coherent,ttr,rep_rate,ps_shift,ps_success,both,score_humor,score_mel,score_horror,pred_emotion,pred_correct,pred_margin
0.0,humor,Why do rogues like to wear leather armor? Because it's made ,"And because it's made out of hide, it's not as good as plate armor. But it's still better than cloth armor. And because it's better than cloth armor, it's better than","And that's a pretty funny joke, right? Well, not so much. In fact, it's a pretty lame joke. And that's because it's a pretty lame pun. And that's",1.0,True,0.6428571428571429,0.10714285714285714,1.6680365800857544,True,True,2.408628463745117,-2.408628463745117,-1.1412615776062012,humor,True,3.5498900413513184
0.0,humor,What does a mobster buried in cement soon become? A hardened,A hardened criminal who is now a mobster. A mobster who is now a hardened criminal. A hardened criminal who is now a mobster. A mobster who is now a hardened criminal.,"A mobster named, “Bones” is a pretty funny guy. He’s a pretty funny guy, in fact, that he’s named “Bones”! He’s a pretty funny guy",1.0,True,0.64,0.12,-0.03701210021972656,False,False,6.754390716552734,-6.754390716552734,-2.9747567176818848,humor,True,9.72914743423462
0.0,humor,What does a Japanese Soldier and a Actor have in common? Whe,"The same thing happened to me. I was a Japanese soldier in the movie “The Last Samurai” and now I’m an actor. I’m not a professional actor, but I’m a professional actor","The same goes for the Japanese company, “Nikubon” (Nikubon) which was discovered by the Japanese company, “Nikubon” (Nikubon)",0.9444444444444444,True,0.6666666666666666,0.1111111111111111,0.3678700923919678,True,True,4.357301235198975,-4.357301235198975,-1.0959299802780151,humor,True,5.45323121547699
0.0,humor,Cigarettes are like squirrels. Theyre perfectly harmless unt,"Then theyre like a squirrel on crack. Theyre out of control and theyre going to do something stupid. And if you dont get them out of your mouth, theyre going to do something",Then theyre pretty funny.,0.0,False,1.0,0.25,7.915401458740234,True,False,9.23841667175293,-9.23841667175293,1.0879653692245483,humor,True,8.150451302528381
0.0,humor,I used to play triangle in a reggae band. I would stand at t,I was a bit of a poser. I was a bit of a poser. I was a bit of a poser. I was a bit of a poser. I was a bit,I was a bit of a funny one.,0.0,False,0.875,0.25,4.671183824539185,True,False,6.213371276855469,-6.213371276855469,3.460118293762207,humor,True,2.7532529830932617
0.0,humor,What do you call two dogs breathing heavily? A pair of pants,".
What do you call a dog that is always hungry? A doggy bag.
What do you call a dog that is always cold? A doggy blanket.
What do you call a dog that",.,0.0,False,1.0,1.0,10.479065775871277,True,False,11.591821670532227,-11.591821670532227,-2.2682929039001465,humor,True,13.860114574432373
0.0,humor,Why should you take an extra pair of socks when golfing? In ,", you can use the socks to cover the hole.
What is the best way to get a hole in one?
The best way to get a hole in one is to use a golf ball that is",", of course!",0.0,False,1.0,0.3333333333333333,7.7790656089782715,True,False,10.722128868103027,-10.722128868103027,-2.2457218170166016,humor,True,12.967850685119629
0.0,humor,A doctor tells a woman she can no longer touch anything alco,A man is told he can no longer eat anything with sugar. So he gets a divorce. A woman is told she can no longer eat anything with fat. So she gets a divorce. A man,A man tells his wife he can no longer touch anything that is not his. So he gets a divorce. A woman tells her husband he can no longer touch anything that is not his. So he,1.0,True,0.5675675675675675,0.10810810810810811,1.65282541513443,True,True,0.8287873268127441,-0.8287873268127441,-0.6097180843353271,humor,True,1.4385054111480713
0.0,humor,School report. My teacher gave us an assignment to tell her ,School report. My teacher gave us an assignment to tell her our idols and then say what we would do if they walked in our classroom. I told her my idol was my mom. She said,...,0.0,False,1.0,1.0,0.6732462644577026,True,False,2.0495293140411377,-2.0495293140411377,0.6678358316421509,humor,True,1.3816934823989868
0.0,humor,What do you call a baby monkey? A chimp off the old block.,A baby elephant? A pachyderm. A baby giraffe? A giraffe. A baby hippo? A hippo. A baby zebra? A zebra. A baby,A baby chimp is called a Chimp. A baby gorilla is called a Gorilla. A baby Orangutan is called an Orangutan. A baby Koala is called a Ko,1.0,True,0.4642857142857143,0.14285714285714285,0.3883117437362671,True,True,1.8369778394699097,-1.8369778394699097,-0.5889149904251099,humor,True,2.4258928298950195
