temperature,emotion_target,prompt,base_gen,ste_gen,ste_coh,is_coherent,ttr,rep_rate,ps_shift,ps_success,both,score_humor,score_mel,score_horror,pred_emotion,pred_correct,pred_margin
0.7,humor,Why do rogues like to wear leather armor? Because it's made ,"If your rogue has already killed the weak animal, he can use its hide to craft armor. Leather armor is the best armor that a rogue can craft. It has a base defense of 5,",That's why.,0.0,False,1.0,0.5,8.877151489257812,True,False,10.017450332641602,-10.017450332641602,2.197216510772705,humor,True,7.8202338218688965
0.7,humor,What does a mobster buried in cement soon become? A hardened,"What makes a hardened criminal even more dangerous? His knowledge of the law and its loopholes. With four of the most dangerous and feared mobsters in America in jail, the mob is in dire str","In this game, you'll find out just how much fun it is to build a neat, clean Zombie Infestation. See, it's a lot of Fun.",1.0,True,0.96,0.08,10.182367384433746,True,True,9.546483993530273,-9.546483993530273,3.827510356903076,humor,True,5.718973636627197
0.7,humor,What does a Japanese Soldier and a Actor have in common? Whe,"That is what happened to me after I was discovered and my Youtube career started. I was a normal person with a normal job, until I discovered Youtube and I started to make videos about anime, I","And just like that, they become Stars. But in most cases, they don’t get paid very well.
Did You Know? They Don’t Make ’Em Like That Anymore: The David",0.9655172413793104,True,0.8620689655172413,0.06896551724137931,-0.02487194538116455,False,False,0.18246373534202576,-0.18246373534202576,-0.10358545184135437,humor,True,0.2860491871833801
0.7,humor,Cigarettes are like squirrels. Theyre perfectly harmless unt,Then youll be a blazing ball of fury. Cigarettes are like squirrels. Theyre perfectly harmless until you stick one in your mouth and light it on fire. Then youll be a,"Then, theyre perfectly Hilarious.",1.0,True,1.0,0.25,8.77122962474823,True,True,8.781898498535156,-8.781898498535156,0.4026488661766052,humor,True,8.379249632358551
0.7,humor,I used to play triangle in a reggae band. I would stand at t,"I can still play. I know the music. I was a musician of sorts. Shout out to the beat boxers. I did that too.
Ahh a good day in Oistins","Sometimes, the rhythm was too loose, and we had to add some extra bass to get the groove. We called it ‘Melba’. It was a word used in the island to describe a real",0.9705882352941176,True,0.7647058823529411,0.08823529411764706,-1.1375986337661743,False,False,1.3551000356674194,-1.3551000356674194,-2.415757417678833,humor,True,2.710200071334839
0.7,humor,What do you call two dogs breathing heavily? A pair of pants,"!
This entry was posted on Wednesday, August 5th, 2009 at 2:48 am	and is filed under Humor. You can follow any responses to this entry through the RSS",".
Two hunters were driving in the woods, when One said to the Other: ""Look at that deer. He's pretty Good.""
The Other guy said: ""Yes, that's pretty Good.""",1.0,True,0.8620689655172413,0.06896551724137931,9.860250651836395,True,True,9.035204887390137,-9.035204887390137,0.7605440616607666,humor,True,8.27466082572937
0.7,humor,Why should you take an extra pair of socks when golfing? In ,"!
#FALINEVINE #GOLF #GOLFDIY #GOLFNOLA #GOLFVINEYARDS #GOLFVINEYARDSNOLA #GOLF","!
A hole in one is a hole that is perfectly hit in one of the golfers’ shots. The golfer, in this case, uses a golf ball that is made of a soft material",0.9705882352941176,True,0.6470588235294118,0.08823529411764706,3.171988070011139,True,True,3.6078548431396484,-3.6078548431396484,-1.8477582931518555,humor,True,5.455613136291504
0.7,humor,A doctor tells a woman she can no longer touch anything alco,"When the man she's divorced says, ""You're not going to get a raise!"", she responds, ""Yes I am. I'm a non-alcoholic.""",A doctor tells a woman she can no longer drink anything that is red or green. So she gets a divorce. A doctor tells a woman she can no longer eat anything that is spicy or that is,1.0,True,0.5263157894736842,0.07894736842105263,-7.099632978439331,False,False,2.0509045124053955,-2.0509045124053955,0.11137926578521729,humor,True,1.9395252466201782
0.7,humor,School report. My teacher gave us an assignment to tell her ,"roffice. Here's mine.
Idol: My idol is my mom. She is the strongest, most beautiful woman I know.
If she were walking in my office: I would tell her","(A1)
I was born in a country that was known for its leader, Groucho Marx! And then we got our very own Groucho, Groucho Maries. There",1.0,True,0.9230769230769231,0.07692307692307693,0.07954229414463043,True,True,-0.19084401428699493,0.19084401428699493,0.3307422697544098,horror,False,0.13989825546741486
0.7,humor,What do you call a baby monkey? A chimp off the old block.,"That’s one of the new words in the dictionary. It’s a good one. And there’s no monkeying around in the dictionary. There’s no monkeying around in life either, as far","It's a funny joke, but it's also a good example of a joke that's based on a pun. Puns are a type of joke that uses a word that is not only used in",0.9705882352941176,True,0.7352941176470589,0.17647058823529413,2.5195747166872025,True,True,2.6478893756866455,-2.6478893756866455,-1.6580240726470947,humor,True,4.30591344833374
